ids,names
http://www.wikidata.org/entity/Q156814,Yehudi Menuhin
http://www.wikidata.org/entity/Q15687193,Darya Khramtsova
http://www.wikidata.org/entity/Q15687989,Yevgeniya Igumnova
http://www.wikidata.org/entity/Q1568827,Josip Mlakić
http://www.wikidata.org/entity/Q1569078,Hyder Ali
http://www.wikidata.org/entity/Q15691124,Gunnar Dedio
http://www.wikidata.org/entity/Q1569246,Hailey McCann
http://www.wikidata.org/entity/Q1569339,Morris Stoloff
http://www.wikidata.org/entity/Q1569513,Marc Grossman
http://www.wikidata.org/entity/Q15696032,Moris Ergas
http://www.wikidata.org/entity/Q15696723,Marco Treviño
http://www.wikidata.org/entity/Q15696860,Patricia Bernal
http://www.wikidata.org/entity/Q1570029,Hakon Hirzenberger
http://www.wikidata.org/entity/Q1570092,Hal Blaine
http://www.wikidata.org/entity/Q15701070,Chico Díaz
http://www.wikidata.org/entity/Q1570139,Hal Riney
http://www.wikidata.org/entity/Q15702396,Carly Steel
http://www.wikidata.org/entity/Q15702544,Tammareddy Chalapathi Rao
http://www.wikidata.org/entity/Q15706430,Jon Bokenkamp
http://www.wikidata.org/entity/Q15707141,Kim Bo-kyung
http://www.wikidata.org/entity/Q15707252,Jordy Benattar
http://www.wikidata.org/entity/Q15707268,Lori Hallier
http://www.wikidata.org/entity/Q15707375,Imman Annachi
http://www.wikidata.org/entity/Q15709664,Joe Tödtling
http://www.wikidata.org/entity/Q15709889,Florian Reiners
http://www.wikidata.org/entity/Q15711150,Sahil Anand
http://www.wikidata.org/entity/Q15711459,Vamsi Krishna
http://www.wikidata.org/entity/Q15711484,Sathish
http://www.wikidata.org/entity/Q15712134,Nadia Fossier
http://www.wikidata.org/entity/Q15712270,Oh Ji-myeong
http://www.wikidata.org/entity/Q15713838,Disa Östrand
http://www.wikidata.org/entity/Q15714209,Marietto
http://www.wikidata.org/entity/Q1571613,Patrice Quarteron
http://www.wikidata.org/entity/Q1571688,Halley Gross
http://www.wikidata.org/entity/Q15720515,George Finn
http://www.wikidata.org/entity/Q15720779,Agata Trzebuchowska
http://www.wikidata.org/entity/Q157245,Michael Spence
http://www.wikidata.org/entity/Q1572555,Klaus von Rautenfeld
http://www.wikidata.org/entity/Q157256,Yann Tiersen
http://www.wikidata.org/entity/Q15725625,Anna Chernakova
http://www.wikidata.org/entity/Q15725985,Vittorio Cramer
http://www.wikidata.org/entity/Q15727013,Julian Davis
http://www.wikidata.org/entity/Q15727768,Jo Seok-hyeon
http://www.wikidata.org/entity/Q15727820,Ingrid Park
http://www.wikidata.org/entity/Q15731074,Jan Lachauer
http://www.wikidata.org/entity/Q15732123,Ashton Moio
http://www.wikidata.org/entity/Q15732636,Nick Wechsler
http://www.wikidata.org/entity/Q15732931,John F. Link Sr.
http://www.wikidata.org/entity/Q15732933,Marcel Durham
http://www.wikidata.org/entity/Q15733307,Ewen MacAskill
http://www.wikidata.org/entity/Q15733983,Nadia Alexander
http://www.wikidata.org/entity/Q15734992,Dadja Altenburg-Kohl
http://www.wikidata.org/entity/Q15735263,Milan Fridrich
http://www.wikidata.org/entity/Q15737531,Steven Ogg
http://www.wikidata.org/entity/Q15737924,Nino Porzio
http://www.wikidata.org/entity/Q15739824,Lana
http://www.wikidata.org/entity/Q1574414,Kazuhiro Suzuki
http://www.wikidata.org/entity/Q15746737,Luke Hemmings
http://www.wikidata.org/entity/Q1574799,Paul Everton
http://www.wikidata.org/entity/Q1575240,Heinz Angermeyer
http://www.wikidata.org/entity/Q1575612,Hank von Hell
http://www.wikidata.org/entity/Q1575704,Hanna Jürgens
http://www.wikidata.org/entity/Q1575845,McGeorge Bundy
http://www.wikidata.org/entity/Q1575875,Hannelore Hippe
http://www.wikidata.org/entity/Q1575876,Hannelore Koch
http://www.wikidata.org/entity/Q157594,Vasily Chuikov
http://www.wikidata.org/entity/Q1575960,Hannes Burger
http://www.wikidata.org/entity/Q1575997,Hannes Gromball
http://www.wikidata.org/entity/Q1576616,Hannu Salonen
http://www.wikidata.org/entity/Q1576635,Robert Bischoff
http://www.wikidata.org/entity/Q15772548,Kira Kosarin
http://www.wikidata.org/entity/Q1578162,Hans-Reinhard Müller
http://www.wikidata.org/entity/Q15782026,Albert Berger
http://www.wikidata.org/entity/Q15782222,Alexander Czerwinski
http://www.wikidata.org/entity/Q15783454,Angelo Ross
http://www.wikidata.org/entity/Q15783527,Anna-Maria Hirsch
http://www.wikidata.org/entity/Q15783645,Antje Mairich
http://www.wikidata.org/entity/Q15783655,Anton Bakarski
http://www.wikidata.org/entity/Q1578671,Tabea Heynig
http://www.wikidata.org/entity/Q15787641,Ben Blaskovic
http://www.wikidata.org/entity/Q1578866,Madeleine West
http://www.wikidata.org/entity/Q15788664,Billy James
http://www.wikidata.org/entity/Q1578987,Jasper Smets
http://www.wikidata.org/entity/Q1579180,Hans Dieter Zeidler
http://www.wikidata.org/entity/Q15793662,Carsten Meyer
http://www.wikidata.org/entity/Q15793909,Charles A. Marshall
http://www.wikidata.org/entity/Q15794129,Chris Briggs
http://www.wikidata.org/entity/Q15794131,Chris Campbell
http://www.wikidata.org/entity/Q15794185,Christian Feist
http://www.wikidata.org/entity/Q15794217,Christian Klandt
http://www.wikidata.org/entity/Q15794567,Clemens Aufderklamm
http://www.wikidata.org/entity/Q1579741,Hans Langemann
http://www.wikidata.org/entity/Q158017,Rafael Kubelík
http://www.wikidata.org/entity/Q15804185,Cüneyt Kaya
http://www.wikidata.org/entity/Q1580454,Naomi Krauss
http://www.wikidata.org/entity/Q15804789,David Gropman
http://www.wikidata.org/entity/Q15804823,David Womark
http://www.wikidata.org/entity/Q1580612,Norbert Braun
http://www.wikidata.org/entity/Q15807069,Earle Herdan
http://www.wikidata.org/entity/Q15808332,Eric Bercovici
http://www.wikidata.org/entity/Q15808400,Erik Markus Schuetz
http://www.wikidata.org/entity/Q15808983,Eve Newman
http://www.wikidata.org/entity/Q15809470,Felix Vörtler
http://www.wikidata.org/entity/Q15809502,Ferdinand Bellan
http://www.wikidata.org/entity/Q15810172,Franklin Coen
http://www.wikidata.org/entity/Q15810427,Fredrik Bond
http://www.wikidata.org/entity/Q15811342,Gary Bestla
http://www.wikidata.org/entity/Q15811829,George Erschbamer
http://www.wikidata.org/entity/Q1581206,Hans Marquardt
http://www.wikidata.org/entity/Q15814302,Jelena Jovanova
http://www.wikidata.org/entity/Q15815023,Helge Sasse
http://www.wikidata.org/entity/Q15816128,Hugh W. Cross
http://www.wikidata.org/entity/Q15816425,Choi Ro-woon
http://www.wikidata.org/entity/Q1581782,Hans Piesbergen
http://www.wikidata.org/entity/Q15819659,Christian Steiffen
http://www.wikidata.org/entity/Q15820440,Isabelle Caillat
http://www.wikidata.org/entity/Q15820755,Jamie Ballard
http://www.wikidata.org/entity/Q1582156,Roger Edens
http://www.wikidata.org/entity/Q15821914,João Nuno Pinto
http://www.wikidata.org/entity/Q15821957,Judith Hofmann
http://www.wikidata.org/entity/Q15821966,Judy Farr
http://www.wikidata.org/entity/Q15822311,Jürgen Richter
http://www.wikidata.org/entity/Q15823206,Katharina Reschke
http://www.wikidata.org/entity/Q15825376,Lauren Sweetser
http://www.wikidata.org/entity/Q15825547,Leila Mimmack
http://www.wikidata.org/entity/Q15825596,Lena Lazzarotto
http://www.wikidata.org/entity/Q15825694,Leroy Haynes
http://www.wikidata.org/entity/Q1582574,Patrick Frey
http://www.wikidata.org/entity/Q15825956,Lion Wasczyk
http://www.wikidata.org/entity/Q1582601,Hans Stadlbauer
http://www.wikidata.org/entity/Q1582915,Hans W. Hamacher
http://www.wikidata.org/entity/Q1583049,Jan Andres
http://www.wikidata.org/entity/Q1583248,Hans Zesch-Ballot
http://www.wikidata.org/entity/Q15832826,Lucas Fleischer
http://www.wikidata.org/entity/Q15833456,Malou Airaudo
http://www.wikidata.org/entity/Q15834850,Meo Wulf
http://www.wikidata.org/entity/Q15835106,Michael Trent
http://www.wikidata.org/entity/Q15836027,Mélanie Fouché
http://www.wikidata.org/entity/Q15836717,Nick Fenton
http://www.wikidata.org/entity/Q15837492,Olivia Birkelund
http://www.wikidata.org/entity/Q15838455,Erika Linder
http://www.wikidata.org/entity/Q158394,Cees Nooteboom
http://www.wikidata.org/entity/Q15839422,Heather Loeffler
http://www.wikidata.org/entity/Q15840165,Peter King
http://www.wikidata.org/entity/Q15842207,René Wedeward
http://www.wikidata.org/entity/Q15842409,Richard Suckle
http://www.wikidata.org/entity/Q15842533,Rita Hatzmann
http://www.wikidata.org/entity/Q15842665,Robert F. Blumofe
http://www.wikidata.org/entity/Q15842721,Robert Presnell Sr
http://www.wikidata.org/entity/Q15842806,Rodica Döhnert
http://www.wikidata.org/entity/Q15842992,Ron Yerxa
http://www.wikidata.org/entity/Q15843703,Sabine Tettenborn
http://www.wikidata.org/entity/Q1584391,Sid Melton
http://www.wikidata.org/entity/Q15844022,Sara Ishaq
http://www.wikidata.org/entity/Q15844918,William S. Gray
http://www.wikidata.org/entity/Q1584617,Harald Maack
http://www.wikidata.org/entity/Q15846453,Péter Engert
http://www.wikidata.org/entity/Q15847658,Sinja Dieks
http://www.wikidata.org/entity/Q1584805,Harald Warmbrunn
http://www.wikidata.org/entity/Q15849216,Steve Preeg
http://www.wikidata.org/entity/Q15849487,Stuart Wilson
http://www.wikidata.org/entity/Q15849757,Swiss
http://www.wikidata.org/entity/Q15850764,Thomas Kautenburger
http://www.wikidata.org/entity/Q15850825,Thomas Winkler
http://www.wikidata.org/entity/Q15853609,Wanda Rotha
http://www.wikidata.org/entity/Q1585361,Haris Bilajbegovic
http://www.wikidata.org/entity/Q15854688,William Sands
http://www.wikidata.org/entity/Q15856584,Albert Tsai
http://www.wikidata.org/entity/Q1585832,Harold Frederic
http://www.wikidata.org/entity/Q15858417,Harry L. Wolf
http://www.wikidata.org/entity/Q158629,David Irving
http://www.wikidata.org/entity/Q1586435,Harry Burton
http://www.wikidata.org/entity/Q1586451,Harry Crews
http://www.wikidata.org/entity/Q1586585,Harry Kalenberg
http://www.wikidata.org/entity/Q15866,Curtis LeMay
http://www.wikidata.org/entity/Q15868605,Kore
http://www.wikidata.org/entity/Q15873202,Swen Gillberg
http://www.wikidata.org/entity/Q15873390,Bobby Boermans
http://www.wikidata.org/entity/Q15873963,Coen van Vlijmen
http://www.wikidata.org/entity/Q15875977,Guy Goossens
http://www.wikidata.org/entity/Q15875983,Gwen Eckhaus
http://www.wikidata.org/entity/Q15876051,Hans Pos
http://www.wikidata.org/entity/Q15877034,Jobst Schnibbe
http://www.wikidata.org/entity/Q15878879,Lucas Hamming
http://www.wikidata.org/entity/Q1587936,Harvey Schmidt
http://www.wikidata.org/entity/Q15879684,Nazmiye Oral
http://www.wikidata.org/entity/Q15880629,Peter Bouckaert
http://www.wikidata.org/entity/Q1588099,Hasan Ceylan
http://www.wikidata.org/entity/Q15881938,Silke Becu
http://www.wikidata.org/entity/Q15884163,Yvonne Valkenburg
http://www.wikidata.org/entity/Q15884784,Jeremy Kleiner
http://www.wikidata.org/entity/Q15885378,Christopher Benstead
http://www.wikidata.org/entity/Q1588908,Hatice Akyün
http://www.wikidata.org/entity/Q15889525,Daniel Martin Eckhart
http://www.wikidata.org/entity/Q15890995,Antonia Gerke
http://www.wikidata.org/entity/Q1589187,Lotte Ohm
http://www.wikidata.org/entity/Q15896399,Berson Wang
http://www.wikidata.org/entity/Q15898377,Lang Tzu-yun
http://www.wikidata.org/entity/Q1589923,Dennis Bowen
http://www.wikidata.org/entity/Q15900390,Oho Ou
http://www.wikidata.org/entity/Q15902596,Hsing Feng
http://www.wikidata.org/entity/Q1590541,Norberto Barba
http://www.wikidata.org/entity/Q15905669,Birgit Hutter
http://www.wikidata.org/entity/Q15905864,Tan Chih-Kang
http://www.wikidata.org/entity/Q15907175,Karin Hanczewski
http://www.wikidata.org/entity/Q1590884,Leo Fuchs
http://www.wikidata.org/entity/Q159092,Angela Gheorghiu
http://www.wikidata.org/entity/Q15909673,Vincent Lam
http://www.wikidata.org/entity/Q15909696,Evonne Sie
http://www.wikidata.org/entity/Q15911379,Ko Chun Man
http://www.wikidata.org/entity/Q15913203,Chih-Hsiang Ma
http://www.wikidata.org/entity/Q15914338,Tao-Nan Wang
http://www.wikidata.org/entity/Q15914393,Chiang Hsiu-Chiung
http://www.wikidata.org/entity/Q15918475,Brinsley Shaw
http://www.wikidata.org/entity/Q15919145,Sharon Rooney
http://www.wikidata.org/entity/Q15919529,Rafał Listopad
http://www.wikidata.org/entity/Q15920110,John Ching
http://www.wikidata.org/entity/Q15920476,Ouyang Nana
http://www.wikidata.org/entity/Q15920480,Wu Jingan
http://www.wikidata.org/entity/Q15920481,Chiu King Ho
http://www.wikidata.org/entity/Q15920988,Leung Ming
http://www.wikidata.org/entity/Q15921058,Ariane Rinehart
http://www.wikidata.org/entity/Q15921698,Trix Pienaar
http://www.wikidata.org/entity/Q1592409,Aarno Sulkanen
http://www.wikidata.org/entity/Q15924272,Kanhaiyalal
http://www.wikidata.org/entity/Q15924494,Andre Blake
http://www.wikidata.org/entity/Q15924778,John Downer
http://www.wikidata.org/entity/Q1592551,Heather Lowe
http://www.wikidata.org/entity/Q15926253,Wang Kai
http://www.wikidata.org/entity/Q15926529,Yao Xingtong
http://www.wikidata.org/entity/Q15929501,Gísli Örn Garðarsson
http://www.wikidata.org/entity/Q15929579,Wong Man-yi
http://www.wikidata.org/entity/Q159297,John Constable
http://www.wikidata.org/entity/Q15930841,Lina Yang
http://www.wikidata.org/entity/Q15931187,Jacky Cai
http://www.wikidata.org/entity/Q1593371,Janina Flieger
http://www.wikidata.org/entity/Q15934515,Chi-Ying Chan
http://www.wikidata.org/entity/Q15935981,Pan Binlong
http://www.wikidata.org/entity/Q15936018,Paul Lo
http://www.wikidata.org/entity/Q15936323,Wang Qingxiang
http://www.wikidata.org/entity/Q15936470,Gao Junyu
http://www.wikidata.org/entity/Q15937869,Chan Hing-ka
http://www.wikidata.org/entity/Q15938098,Darren Wang
http://www.wikidata.org/entity/Q15940084,Snowy Choi
http://www.wikidata.org/entity/Q1594071,Kevin Pearce
http://www.wikidata.org/entity/Q15942297,Alex Yang
http://www.wikidata.org/entity/Q15943233,Charlotte De Bruyne
http://www.wikidata.org/entity/Q1594410,Heidrun Bartholomäus
http://www.wikidata.org/entity/Q15944815,Michelle Weeks
http://www.wikidata.org/entity/Q15944896,Sylvie Laporte
http://www.wikidata.org/entity/Q1594492,Heike Melba-Fendel
http://www.wikidata.org/entity/Q1594602,Heike Wiehle-Timm
http://www.wikidata.org/entity/Q1594631,Heikko Deutschmann
http://www.wikidata.org/entity/Q1594687,Heiko Maile
http://www.wikidata.org/entity/Q15953258,Christos Efthimiou
http://www.wikidata.org/entity/Q15953956,Shoshana Zuboff
http://www.wikidata.org/entity/Q15955286,Thinle Lhondup
http://www.wikidata.org/entity/Q15961893,Pedro Díez del Corral
http://www.wikidata.org/entity/Q1596226,Heini Göbel
http://www.wikidata.org/entity/Q1596329,Heino Orbini
http://www.wikidata.org/entity/Q15964595,Mishti Chakraborty
http://www.wikidata.org/entity/Q15964773,K. Subash
http://www.wikidata.org/entity/Q15966962,Laurent Boileau
http://www.wikidata.org/entity/Q15967850,Thomas William Moffett
http://www.wikidata.org/entity/Q15968320,Mindret Loeb Lord
http://www.wikidata.org/entity/Q15968881,Jean-Baptiste Béraud
http://www.wikidata.org/entity/Q159704,Patricia Kaas
http://www.wikidata.org/entity/Q1597042,Walter McGrail
http://www.wikidata.org/entity/Q15970655,Philippe Durand
http://www.wikidata.org/entity/Q1597198,Richard Cramer
http://www.wikidata.org/entity/Q159726,John Mott
http://www.wikidata.org/entity/Q15972890,Seo Kang-jun
http://www.wikidata.org/entity/Q15973242,Tristan Aldon
http://www.wikidata.org/entity/Q15973457,Steve Baker
http://www.wikidata.org/entity/Q15973627,Magaly Berdy
http://www.wikidata.org/entity/Q15973716,Rani Bheemuck
http://www.wikidata.org/entity/Q15973822,Bouboule
http://www.wikidata.org/entity/Q15973929,Jean Brassat
http://www.wikidata.org/entity/Q15973972,Isabelle Broué
http://www.wikidata.org/entity/Q15974076,Marie-Madeleine Burguet-Le Doze
http://www.wikidata.org/entity/Q15974434,Junaid Siddiqui
http://www.wikidata.org/entity/Q15975512,Hannah Ley
http://www.wikidata.org/entity/Q15975600,Gregory Borlein
http://www.wikidata.org/entity/Q15975651,Omid Nooshin
http://www.wikidata.org/entity/Q15975716,Huckleberry Fox
http://www.wikidata.org/entity/Q15975733,Ian Giatti
http://www.wikidata.org/entity/Q15977219,Răzvan Fodor
http://www.wikidata.org/entity/Q15977923,Kaitlyn Black
http://www.wikidata.org/entity/Q15977932,Bill Anderson
http://www.wikidata.org/entity/Q15978956,Colin Hurley
http://www.wikidata.org/entity/Q15979196,Niky Wardley
http://www.wikidata.org/entity/Q15980317,Sean Ringgold
http://www.wikidata.org/entity/Q159813,Nick Griffin
http://www.wikidata.org/entity/Q159832,André Rieu
http://www.wikidata.org/entity/Q15985266,Samuel John
http://www.wikidata.org/entity/Q15987404,Petr Koblovský
http://www.wikidata.org/entity/Q15987712,Mike Seal
http://www.wikidata.org/entity/Q1598799,Joachim Regelien
http://www.wikidata.org/entity/Q15990189,Neil Mullarkey
http://www.wikidata.org/entity/Q15990207,Andy Orchard
http://www.wikidata.org/entity/Q15990488,Greta Bohacek
http://www.wikidata.org/entity/Q15990551,Helen Woigk
http://www.wikidata.org/entity/Q15990556,Rita Hiller
http://www.wikidata.org/entity/Q15990558,Maike Mia Höhne
http://www.wikidata.org/entity/Q15991518,Richard C. Franklin
http://www.wikidata.org/entity/Q15991527,John Pospisil
http://www.wikidata.org/entity/Q15992933,David Early
http://www.wikidata.org/entity/Q15993286,Ric Menello
http://www.wikidata.org/entity/Q15993346,Paddy O'Byrne
http://www.wikidata.org/entity/Q15993615,Camilo Vives
http://www.wikidata.org/entity/Q15994112,Nugzar Shataidze
http://www.wikidata.org/entity/Q15994602,William Mace
http://www.wikidata.org/entity/Q15996997,Carl Lund
http://www.wikidata.org/entity/Q15997645,Seth Hoffman
http://www.wikidata.org/entity/Q15998376,Richard Fryer
http://www.wikidata.org/entity/Q15998824,James Lansdale Hodson
http://www.wikidata.org/entity/Q15998940,Herb Butterfield
http://www.wikidata.org/entity/Q16000194,Ken Christy
http://www.wikidata.org/entity/Q1600167,Heinz Ehrenfreund
http://www.wikidata.org/entity/Q1600249,Heinz Gerhard Lück
http://www.wikidata.org/entity/Q1600271,Heinz Giese
http://www.wikidata.org/entity/Q16002948,Frank Atkinson
http://www.wikidata.org/entity/Q1600357,Heinz Herald
http://www.wikidata.org/entity/Q16003782,Lou Wegner
http://www.wikidata.org/entity/Q1600407,Michael Thürnau
http://www.wikidata.org/entity/Q1600532,Maria Bachmann
http://www.wikidata.org/entity/Q16005775,Paul E. Burns
http://www.wikidata.org/entity/Q16005809,John F. Hamilton
http://www.wikidata.org/entity/Q1600616,Heinz Marecek
http://www.wikidata.org/entity/Q16006742,Suzanne Dalbert
http://www.wikidata.org/entity/Q16007100,Harry Neumann
http://www.wikidata.org/entity/Q16007170,Mary Young
http://www.wikidata.org/entity/Q1600719,Heinz Oskar Wuttig
http://www.wikidata.org/entity/Q1600742,Heinz Petters
http://www.wikidata.org/entity/Q16007639,Al Hine
http://www.wikidata.org/entity/Q16007716,Phillips Tead
http://www.wikidata.org/entity/Q1600950,Heinz Richard Schubert
http://www.wikidata.org/entity/Q1600997,Heinz Spitzner
http://www.wikidata.org/entity/Q16009984,Harold Goldblatt
http://www.wikidata.org/entity/Q16011045,Rod Warren
http://www.wikidata.org/entity/Q16011161,John Brent
http://www.wikidata.org/entity/Q16011669,Hunt Stromberg Jr.
http://www.wikidata.org/entity/Q16011894,Maurice Geraghty
http://www.wikidata.org/entity/Q16012642,Lee Quigley
http://www.wikidata.org/entity/Q16012701,Paul Stader
http://www.wikidata.org/entity/Q16012861,Carl Princi
http://www.wikidata.org/entity/Q16013023,William Lanteau
http://www.wikidata.org/entity/Q1601303,Julia Horvath
http://www.wikidata.org/entity/Q16013371,Kamal Bose
http://www.wikidata.org/entity/Q16013413,Nigel Finch
http://www.wikidata.org/entity/Q16013860,John Hoesli
http://www.wikidata.org/entity/Q16014321,Patrick Bedford
http://www.wikidata.org/entity/Q16014550,Hilde Ziegler
http://www.wikidata.org/entity/Q16014936,Jal Mistry
http://www.wikidata.org/entity/Q16014997,Ray Sturgess
http://www.wikidata.org/entity/Q16015185,Jenny Laird
http://www.wikidata.org/entity/Q16015245,Polly Rowles
http://www.wikidata.org/entity/Q16015279,Russell M. Saunders
http://www.wikidata.org/entity/Q16015833,Vic Gordon
http://www.wikidata.org/entity/Q160163,Norman Finkelstein
http://www.wikidata.org/entity/Q16017365,Hallie D'Amore
http://www.wikidata.org/entity/Q16017438,Jennifer Jayne
http://www.wikidata.org/entity/Q16017673,Dick Allen
http://www.wikidata.org/entity/Q1601843,Helen Horton
http://www.wikidata.org/entity/Q1601853,Helen Lynd
http://www.wikidata.org/entity/Q1601864,Helen Schneider
http://www.wikidata.org/entity/Q16018878,Amit Pawar
http://www.wikidata.org/entity/Q1601905,Helena Siegmund-Schultze
http://www.wikidata.org/entity/Q16019068,David Gundlach
http://www.wikidata.org/entity/Q16019125,Nick LaTour
http://www.wikidata.org/entity/Q16019444,George Leech
http://www.wikidata.org/entity/Q16019472,Marion Mathie
http://www.wikidata.org/entity/Q16019498,Gladys O'Connor
http://www.wikidata.org/entity/Q16019557,Jan Sharp
http://www.wikidata.org/entity/Q1601991,Helene Lauterböck
http://www.wikidata.org/entity/Q160206,Hernán Crespo
http://www.wikidata.org/entity/Q1602148,Helga Borsche
http://www.wikidata.org/entity/Q1602203,Alicia Endemann
http://www.wikidata.org/entity/Q1602302,Helga Storck
http://www.wikidata.org/entity/Q160263,David Grossman
http://www.wikidata.org/entity/Q16027498,Engin Öztürk
http://www.wikidata.org/entity/Q16028056,Pamela Branch
http://www.wikidata.org/entity/Q16028205,Sylvie Ohayon
http://www.wikidata.org/entity/Q16028331,Chad Chenouga
http://www.wikidata.org/entity/Q16028371,Philippe Dajoux
http://www.wikidata.org/entity/Q16028394,Antoine Desrosières
http://www.wikidata.org/entity/Q16028400,Leonardo Di Costanzo
http://www.wikidata.org/entity/Q16028433,Audrey Estrougo
http://www.wikidata.org/entity/Q16028600,Kim Hyun-seok
http://www.wikidata.org/entity/Q16028622,Sébastien Laudenbach
http://www.wikidata.org/entity/Q16028644,Joseph Lisbona
http://www.wikidata.org/entity/Q16028683,Éric Martin
http://www.wikidata.org/entity/Q16028739,Nicolas Mercier
http://www.wikidata.org/entity/Q16028912,Jean-Stéphane Sauvaire
http://www.wikidata.org/entity/Q16029005,Jean-Claude Tramont
http://www.wikidata.org/entity/Q1602985,Hellmuth Costard
http://www.wikidata.org/entity/Q1603277,Helmo Kindermann
http://www.wikidata.org/entity/Q1603396,Helmut Berger
http://www.wikidata.org/entity/Q16034115,Alain Dekok
http://www.wikidata.org/entity/Q16034258,Isaure de Grandcourt
http://www.wikidata.org/entity/Q1603828,Vincent Cespedes
http://www.wikidata.org/entity/Q160390,Gustavo Dudamel
http://www.wikidata.org/entity/Q16039505,Georges Barsky
http://www.wikidata.org/entity/Q1604090,Helmut Rühl
http://www.wikidata.org/entity/Q160433,Gilbert Bécaud
http://www.wikidata.org/entity/Q1604356,Helmut Zerlett
http://www.wikidata.org/entity/Q16048196,Ghorban Nadjafi
http://www.wikidata.org/entity/Q16048394,Ali Loghmani
http://www.wikidata.org/entity/Q1605068,Hendrik Massute
http://www.wikidata.org/entity/Q1605237,Clive Chin
http://www.wikidata.org/entity/Q1605321,Steve Stockman
http://www.wikidata.org/entity/Q16054642,Bernhard Kremser
http://www.wikidata.org/entity/Q160582,Michele Bachmann
http://www.wikidata.org/entity/Q16058925,Marcus Johns
http://www.wikidata.org/entity/Q16061428,Damian Hardung
http://www.wikidata.org/entity/Q1606181,Henriette Müller
http://www.wikidata.org/entity/Q1606187,Henriette Piper
http://www.wikidata.org/entity/Q16061917,Yiannis Vouros
http://www.wikidata.org/entity/Q16061971,Panagiotis Kapodistrias
http://www.wikidata.org/entity/Q16062074,Aléxis Solomós
http://www.wikidata.org/entity/Q16062357,Stephanie Amarell
http://www.wikidata.org/entity/Q16063207,Alex Høgh Andersen
http://www.wikidata.org/entity/Q16063219,Anders Grau
http://www.wikidata.org/entity/Q1606331,Henrik Zimmermann
http://www.wikidata.org/entity/Q16063356,Warren Adams
http://www.wikidata.org/entity/Q16063909,Hicham Najid
http://www.wikidata.org/entity/Q16064170,Johanne Algren
http://www.wikidata.org/entity/Q16064420,Lasse Fogelstrøm
http://www.wikidata.org/entity/Q16064461,Frank Minucci
http://www.wikidata.org/entity/Q16064571,Mette K. Madsen
http://www.wikidata.org/entity/Q16065123,Sarah Grünewald
http://www.wikidata.org/entity/Q16066865,James Carman
http://www.wikidata.org/entity/Q1606765,Henry G. Saperstein
http://www.wikidata.org/entity/Q1606940,Henry Keazor
http://www.wikidata.org/entity/Q16069465,Bert Hana
http://www.wikidata.org/entity/Q16070589,William Anderson
http://www.wikidata.org/entity/Q1607064,Alain Noury
http://www.wikidata.org/entity/Q160744,Pepa Nos
http://www.wikidata.org/entity/Q1607471,Roger Hubert
http://www.wikidata.org/entity/Q1607497,Andrzej Kijowski
http://www.wikidata.org/entity/Q16076483,Jiang Chao
http://www.wikidata.org/entity/Q1607865,Herb Mitchell
http://www.wikidata.org/entity/Q16079026,Felix Felton
http://www.wikidata.org/entity/Q16079698,Janice Logan
http://www.wikidata.org/entity/Q16079933,Yoon Da-kyeong
http://www.wikidata.org/entity/Q16080027,Kang Eun-jin
http://www.wikidata.org/entity/Q16080200,Kim Dong-won
http://www.wikidata.org/entity/Q16080379,Kim Jae-in
http://www.wikidata.org/entity/Q16081159,Đorђe Pura
http://www.wikidata.org/entity/Q16081555,Edward Burnham
http://www.wikidata.org/entity/Q16082023,Park Yong-su
http://www.wikidata.org/entity/Q16082212,Radoslav Vladić
http://www.wikidata.org/entity/Q16082303,Park Ji-il
http://www.wikidata.org/entity/Q16082537,Azra Čengić
http://www.wikidata.org/entity/Q16082830,Bae Chang-ho
http://www.wikidata.org/entity/Q16082949,Anja Stanic
http://www.wikidata.org/entity/Q16083002,Bajram Severdzan
http://www.wikidata.org/entity/Q16083091,Andrija Daničić
http://www.wikidata.org/entity/Q1608328,Mary Kerridge
http://www.wikidata.org/entity/Q1608351,Doug Petrie
http://www.wikidata.org/entity/Q1608370,Maxi Schafroth
http://www.wikidata.org/entity/Q16083720,Ana Mandic
http://www.wikidata.org/entity/Q16083961,Robert Blees
http://www.wikidata.org/entity/Q16083998,Vladan Živković
http://www.wikidata.org/entity/Q16084073,Rosella Towne
http://www.wikidata.org/entity/Q16084169,Vojislav Mićović
http://www.wikidata.org/entity/Q16084560,Dušan Pekić
http://www.wikidata.org/entity/Q16084662,Ivana Vukovic
http://www.wikidata.org/entity/Q16084669,Radivoje Andrić
http://www.wikidata.org/entity/Q1608534,"Herbert Jefferson, Jr."
http://www.wikidata.org/entity/Q16085885,Toma Jovanović
http://www.wikidata.org/entity/Q16085989,Srђan Miletić
http://www.wikidata.org/entity/Q1608623,Herbert Kloiber
http://www.wikidata.org/entity/Q16086434,Vladan Dujovic
http://www.wikidata.org/entity/Q16086798,Danijel Nikolić
http://www.wikidata.org/entity/Q1608681,Herbert Köfer
http://www.wikidata.org/entity/Q1608725,Herbert Leiser
http://www.wikidata.org/entity/Q16087669,Ranko Gučevac
http://www.wikidata.org/entity/Q16088518,Nadja Sekulić
http://www.wikidata.org/entity/Q16089049,Marjorie Stapp
http://www.wikidata.org/entity/Q16089117,Nenad Nenadović
http://www.wikidata.org/entity/Q16089995,Robert E. Thompson
